Round,Institute,Program,Quota,Seat,Gender,Note,Opening Rank (int),Closing Rank (int)
Round 7,"Dr. Virendra Swarup Memorial Trust Group Of Institutions,Unnao",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1594781,2115601
Round 7,"United College Of Engineering & Research,Allahabad",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,268696,1688321
Round 7,"Rajshree Institute Of Management & Technology,Bareilly",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,2118869,2118869
Round 7,"Babu Banarasi Das Institute Of Technology And Management, Lucknow",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,658370,2116395
Round 7,"Bharat Ratna Baba Saheb Bhim Rao Ambedkar  Rajkiya Engineering College, Pratapgarh",Mechanical Engineering,AI,OPEN,Gender-Neutral,,685724,2104653
Round 7,"Ambalika Institute Of Management & Technology,Lucknow",Information Technology,AI,OPEN,Gender-Neutral,,2101870,2101870
Round 7,"Faculty Of Engg, Agra College,Agra",Electrical Engineering,AI,OPEN,Gender-Neutral,,2106666,2121360
Round 7,"Rakshpal Bahadur College Of Engineering & Technology,Bareilly",Artificial Inelligence (AI) And Data Science,AI,OPEN,Gender-Neutral,,2109072,2109072
Round 7,"Bhagwant Institute Of Technology,Muzaffarnagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,1961336,2120164
Round 7,"Babu Sunder Singh Institute Of Technology & Management,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1038277,2120528
Round 7,"Institute Of Engineering & Technology,Sitapur",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2118326,2118326
Round 7,"Maharana Institute Of Professional Studies,Kanpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,780725,2117757
Round 7,"Mahatama Gandhi Mission College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),HS,OPEN,Gender-Neutral,TF,630709,630709
Round 7,"United College Of Engineering & Research,Allahabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,414044,414044
Round 7,"Sagar Institute Of Technology & Management,Barabanki",Electrical Engineering,AI,OPEN,Gender-Neutral,,2107079,2115962
Round 7,"Sri Ram Group Of Colleges,Muzaffarnagar",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2105395,2117590
Round 7,"Rajkiya Engineering College,Mainpuri",Information Technology,AI,OPEN,Gender-Neutral,,224777,266258
Round 7,Greater Noida College,Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,921209,2105703
Round 7,"Hardayal Technical Campus,Mathura",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1392636,2118324
Round 7,"Kcc Institute Of Technology & Management,Gautam Buddh Nagar",Artificial Intelligence And Machine Learning,AI,OPEN,Gender-Neutral,,562411,2120524
Round 7,"I.E.C. College Of Engineering & Technology,Gautam Buddh Nagar",Information Technology,AI,OPEN,Gender-Neutral,,514642,514642
Round 7,"Shri Rammurti Smarak College Of Engg And Technology,Bareilly",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2116376,2116376
Round 7,"Institute Of Technology & Management,Lucknow",Civil Engineering,AI,OPEN,Gender-Neutral,,2100174,2119343
Round 7,"S.D.College Of Engineering & Technology,Muzaffarnagar",Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,2118758,2118758
Round 7,"Vishveshwarya Group Of Institutions,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,2101417,2120491
Round 7,"Bansal Institute Of Engineering & Technology,Lucknow",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,406543,406543
Round 7,"Seth Vishambhar Nath Institute Of Engg. & Technology,Barabanki",Electrical Engineering,AI,OPEN,Gender-Neutral,,2110589,2118742
Round 7,"Rajkiya Engineering College,Kannauj",Electrical Engineering,AI,OPEN,Gender-Neutral,,606540,2119443
Round 7,"Meerut Institute Of Engineering & Technology,Meerut",Civil Engineering,AI,OPEN,Gender-Neutral,,2114321,2114321
Round 7,"R.R.Institute Of Modern Technology,Lucknow",Biotechnology (FW),HS,OPEN,Gender-Neutral,TF,2102973,2102973
Round 7,"S R Group Of Institutions (College Of Science And Engineering),Jhansi",Computer Science And Engineering(Internet Of Things),AI,OPEN,Gender-Neutral,,2112003,2117405
Round 7,"Babu Banarasi Das Northern India Institute Of Technology,Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2103734,2103734
Round 7,"Greater Noida Institute Of Technology,Gautam Buddh Nagar",Electrical Engineering,AI,OPEN,Gender-Neutral,,2101649,2101649
Round 7,"Vision Institute Of Technology,Aligarh",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,2109223,2119409
Round 7,"Eshan College Of Engineering,Mathura",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1639415,2119237
Round 7,"Shambhu Nath Institute Of Engg. & Technolgy,Allahabad",Electrical Engineering,AI,OPEN,Gender-Neutral,,1705061,2119794
Round 7,"Mg Institute Of Management & Technology,Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2103372,2114646
Round 7,"Saraswati Higher Education & Technical College Of Engineering,Varanasi",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1887055,2120560
Round 7,"Vishveshwarya Group Of Institutions,Gautam Buddh Nagar",Computer Science & Engineering (Cyber Security),AI,OPEN,Gender-Neutral,,2100641,2119532
Round 7,"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Information Technology,AI,OPEN,Gender-Neutral,,100692,157315
Round 7,"Maharana Pratap Engineering College,Kanpur",Civil Engineering,AI,OPEN,Gender-Neutral,,991970,991970
Round 7,"School Of Management Science (Sms Institute Of Technology),Lucknow",Civil Engineering,AI,OPEN,Gender-Neutral,,1894638,2121036
Round 7,"Kamla Nehru Institute Of Physical & Social Sciences,Sultanpur",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,138946,1938444
Round 7,"Adhunik College Of Engg.,Ghaziabad",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2109552,2121611
Round 7,"S.R.Institute Of Management & Technology,Lucknow",Biotechnology,AI,OPEN,Gender-Neutral,,1538150,2110452
Round 7,"School Of Management Science (Sms Institute Of Technology),Lucknow",Electrical Engineering,AI,OPEN,Gender-Neutral,,2110475,2117937
Round 7,"Azad Institute Of Engineering & Technology,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,219711,918982
Round 7,"Rameshwaram Institute Of Technology & Management,Lucknow",Electrical Engineering,AI,OPEN,Gender-Neutral,,2102300,2115588
Round 7,"Modinagar Institute Of Technology,Ghaziabad",Civil Engineering,AI,OPEN,Gender-Neutral,,2117088,2117088
Round 7,"S.R.Institute Of Management & Technology,Lucknow",Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,2105106,2106284
Round 7,"Ambalika Institute Of Management & Technology,Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1969437,2118806
Round 7,"R.R.Institute Of Modern Technology,Lucknow",Information Technology,AI,OPEN,Gender-Neutral,,1257914,2120595
Round 7,"Kcmt Campus 2 Prem Prakash Gupta Institute Of Engineering,Bareilly",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,2107490,2116301
Round 7,"Jms Group Of Institutions,Ghaziabad",Civil Engineering,AI,OPEN,Gender-Neutral,,2116773,2116773
Round 7,"Abes Engg.College,Ghaziabad",Electrical and Computer Engineering,AI,OPEN,Gender-Neutral,,406728,2118091
Round 7,"Institute Of Technology & Management,Maharajganj",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1951879,2121292
Round 7,"Moradabad Institute Of Technology,Moradabad",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2112674,2120084
Round 7,"Maharana Institute Of Tech. & Sciences,Lucknow",Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,2104514,2104514
Round 7,"Hmfa Memorial Institute Of Engineering & Technology,Allahabad",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2106188,2118031
Round 7,"Kipm College Of Engg. & Technology,Gorakhpur",Civil Engineering,AI,OPEN,Gender-Neutral,,2104169,2120456
Round 7,"Abes Engg.College,Ghaziabad",Mechanical Engineering,AI,OPEN,Gender-Neutral,,418759,2114503
Round 7,"Sanskar College Of Engineering & Technology,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,942430,2109130
Round 7,"Inderprastha Engg. College,Ghaziabad",Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,2109341,2119993
Round 7,"Azad Institute Of Engineering & Technology,Lucknow",Biotechnology,AI,OPEN,Gender-Neutral,,1672968,2105344
Round 7,"Kamla Nehru Institute Of Technology,Sultanpur",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,66620,69026
Round 7,"Rajarshi Rananjay Singh Institute Of Management & Technology,Sultanpur",Information Technology,AI,OPEN,Gender-Neutral,,2104424,2115191
Round 7,"Kiet Group Of Institutions(Krishna Instt. Of Engg. & Technology),Ghaziabad",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,69696,324530
Round 7,"Shanti Institute Of Technology,Meerut",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2104059,2118890
Round 7,"Institute Of Technology & Management,Gorakhpur",Electronics and Communication (Advanced Communication Technology),AI,OPEN,Gender-Neutral,,2108776,2121153
Round 7,"Raja Balwant Singh Engineering Technical Campus,Agra",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2111583,2116234
Round 7,"Moradabad Institute Of Technology,Moradabad",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,710131,2113856
Round 7,"Babu Sunder Singh Institute Of Technology & Management,Lucknow",Artificial Intelligence And Machine Learning,AI,OPEN,Gender-Neutral,,1188648,2119843
Round 7,"Lloyd Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science) (FW),HS,OPEN,Gender-Neutral,TF,2103410,2103410
Round 7,"Madhu Vachaspati Institute Of Engineering & Technology,Kaushambi",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1903505,2119717
Round 7,"Sunderdeep Engineering College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,1843344,1843344
Round 7,"Adhunik College Of Engg.,Ghaziabad",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,2102643,2121608
Round 7,"Mahatama Gandhi Mission College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,2102967,2102967
Round 7,"Mg Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,1820254,2120990
Round 7,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & Finance Management),AI,OPEN,Gender-Neutral,,308658,716899
Round 7,"Rajkiya Engineering College,Banda",Electrical Engineering,AI,OPEN,Gender-Neutral,,245075,245075
Round 7,"Chaudhary Beeri Singh College Of Engineering & Management,Agra",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,2100153,2100153
Round 7,"Noida Institute Of Engg. & Technology,Gautam Buddh Nagar",Master Of Integrated Technology (Computer Science and Engineering),AI,OPEN,Gender-Neutral,,319298,2114743
Round 7,"Institute Of Technology & Management,Lucknow",Information Technology,AI,OPEN,Gender-Neutral,,689034,1015443
Round 7,"Goel Institute Of Technology & Management,Lucknow",Electrical Engineering,AI,OPEN,Gender-Neutral,,1719810,2119540
Round 7,"Azad Institute Of Engineering & Technology,Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2113801,2120525
Round 7,"Institute Of Technology & Management,Gorakhpur",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2115150,2115150
Round 7,"Babu Banarasi Das Northern India Institute Of Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,308333,1893360
Round 7,"Babu Banarasi Das Institute Of Technology And Management, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,173025,2119763
Round 7,"Vision Institute Of Technology,Kanpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,1399046,2119506
Round 7,"Raja Balwant Singh Engineering Technical Campus,Agra",Electrical Engineering,AI,OPEN,Gender-Neutral,,2103421,2119431
Round 7,"Kunwar Satya Veera College Of Engg. & Management,Bijnaur",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,1860753,2111944
Round 7,"Goel Institute Of Technology & Management,Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1873839,2119810
Round 7,"Iimt College Of Engineering,Gautam Buddh Nagar",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,934057,2121067
Round 7,"Babu Banarasi Das Institute Of Technology And Management, Lucknow",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,252279,1791572
Round 7,"Kamla Nehru Institute Of Technology,Sultanpur",Mechanical Engineering,AI,OPEN,Gender-Neutral,,144320,173967
Round 7,"Raj Kumar Goel Instt. Of Technology,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,483352,2119666
Round 7,"Azad Institute Of Engineering & Technology,Lucknow",Electronics Engineering,AI,OPEN,Gender-Neutral,,1014065,1034640
Round 7,"Delhi Institute Of Engineering & Technology,Meerut",Electrical Engineering,AI,OPEN,Gender-Neutral,,2121048,2121048
Round 7,"Kanpur Institute Of Technology,Kanpur",Electronics and Communication Engineering,AI,OPEN,Gender-Neutral,,1910169,1910169
Round 7,"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi),AI,OPEN,Gender-Neutral,,269222,585625
Round 7,"S.R.Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,2113501,2113501
Round 7,"Greater Noida Institute Of Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),AI,OPEN,Gender-Neutral,,372490,2116843
Round 7,"Panchwati Institute Of Engineering & Technology,Meerut",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,2100700,2120294
Round 7,Lloyd Institute Of Engineering And Technology,Computer Science and Engineering,AI,OPEN,Gender-Neutral,,268664,2114148
Round 7,"Himalayan Institute Of Technology & Management,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,725629,2121193
Round 7,"Bhagwant Institute Of Technology,Muzaffarnagar",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2104655,2119396
Round 7,"R.D.Engineering College,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,657096,2121001
Round 7,"Institute Of Engineering & Technology,Sitapur",Electrical & Electronics Engineering,AI,OPEN,Gender-Neutral,,1728284,2116381
Round 7,"R.R.Institute Of Modern Technology,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,795364,2120533
Round 7,"Noida Institute Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication Engineering (FW),HS,OPEN,Gender-Neutral,TF,891381,2121568
Round 7,"Accurate Institute Of Management & Technology,Gautam Buddh Nagar",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,146657,2120718
Round 7,"Kipm College Of Engg. & Technology,Gorakhpur",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,947575,2120915
Round 7,"Khwaja Moinuddin Chishti Language University, Lucknow",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2103535,2103535
Round 7,"S R Group Of Institutions (College Of Science And Engineering),Jhansi",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,2107853,2107853
Round 7,"Kcc Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (FW),HS,OPEN,Gender-Neutral,TF,659782,659782
Round 7,"Noida Institute Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Business System,AI,OPEN,Gender-Neutral,,314771,2117241
Round 7,"Institute Of Engineering & Technology,Lucknow",Civil Engineering,AI,OPEN,Gender-Neutral,,86981,122002
Round 7,"Dronacharya Group Of Institutions,Gautam Buddh Nagar",Mechanical Engineering,AI,OPEN,Gender-Neutral,,1412237,1412237
Round 7,"Allenhouse Institute Of Technology,Kanpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),AI,OPEN,Gender-Neutral,,1084287,2116335
Round 7,"Mangalmay Institute Of Management And Technology, Gautam Buddha Nagar",Computer Science And Engineering(Data Science),AI,OPEN,Gender-Neutral,,753518,2119811
Round 7,"Hindustan College Of Science & Technology,Mathura",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,533185,2120157
Round 7,"Suyash Institute Of Information Technology,Gorakhpur",Mechanical Engineering,AI,OPEN,Gender-Neutral,,2110513,2110513
Round 7,"Goel Institute Of Technology & Management,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,917416,917416
Round 7,"Bharat Ratna Sardar Vallabhbhai Patel Rajkiya Engineering College, Basti",Electronics Engineering,AI,OPEN,Gender-Neutral,,538213,2121444
Round 7,"Bundelkhand University, Jhansi",Biomedical Engineering,AI,OPEN,Gender-Neutral,,723019,723019
Round 7,"Babu Banarasi Das Northern India Institute Of Technology,Lucknow",Computer Science and Engineering,AI,OPEN,Gender-Neutral,,393684,2117160
